"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"221","16-Apr-2025 16:50:08","16-Apr-2025 16:52:46","158","B.男","D.51岁及以上","A.是","B.否","A.是","A.是","B.否","B.否","B.否","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","2","2","4","0","2","3","1","3","1","0","2","1","2","3","2","3","1","3","2","3","2","2","1","3","2","2","2","2","2","0","简体中文","未清洗","","中国","浙江省","绍兴市","","183.145.240.132","Mozilla/5.0 (Linux; Android 12; ALN-AL10 Build/HUAWEIALN-AL10P; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5891 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm","",
"220","16-Apr-2025 16:49:10","16-Apr-2025 16:51:57","167","A.女","D.51岁及以上","B.否","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","1","4","3","4","5","5","1","2","5","4","3","5","4","3","3","3","3","3","3","5","5","3","3","3","2","3","2","5","2","简体中文","未清洗","","中国","江苏省","常州市","","36.153.59.102","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"219","16-Apr-2025 16:49:48","16-Apr-2025 16:51:45","117","A.女","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","2","4","1","2","3","3","2","3","1","3","3","4","4","3","4","3","2","3","4","3","4","3","4","3","0","3","3","2","1","简体中文","未清洗","","中国","","","","2409:8924:3a3f:21c2:4df7:72c:c6ca:a8f6","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"218","16-Apr-2025 16:50:25","16-Apr-2025 16:51:45","80","B.男","B.19-30岁","A.是","A.是","A.是","B.否","B.否","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","4","4","3","3","2","3","4","3","2","3","4","3","3","5","4","3","4","4","3","2","4","3","5","3","3","4","4","3","2","简体中文","未清洗","","中国","湖北省","","","58.19.27.98","Mozilla/5.0 (Linux; Android 12; NOH-AN50 Build/HUAWEINOH-AN50; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2751 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"217","16-Apr-2025 16:48:17","16-Apr-2025 16:51:11","174","B.男","D.51岁及以上","B.否","B.否","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","5","4","4","3","4","3","4","3","4","3","5","4","5","5","4","5","4","4","4","5","5","5","4","2","2","2","4","2","5","3","简体中文","未清洗","","中国","浙江省","宁波市","","2409:8929:2322:82a4:8c5b:2f31:5177:d98f","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/4G Language/zh_CN","",
"216","16-Apr-2025 16:43:33","16-Apr-2025 16:49:55","382","A.女","C.31-50岁","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","5","4","2","5","0","4","4","4","2","2","5","4","4","4","1","5","0","1","1","1","4","5","1","5","0","0","0","0","5","0","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3a2a:1299:10a2:71e6:fe4a:1b4c","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.56(0x1800383b) NetType/4G Language/zh_CN","",
"215","16-Apr-2025 16:46:52","16-Apr-2025 16:49:12","140","A.女","C.31-50岁","A.是","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","","","","","","3","3","5","3","3","5","3","4","3","4","4","3","4","4","3","5","3","2","4","4","2","3","2","4","2","2","4","4","2","4","简体中文","未清洗","","中国","广东省","深圳市","","103.116.123.168","Mozilla/5.0 (Linux; Android 14; 22101316C Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7388 MicroMessenger/8.0.57.2820(0x280039C2) WeChat/ar","",
"214","16-Apr-2025 16:45:06","16-Apr-2025 16:47:48","162","B.男","D.51岁及以上","A.是","A.是","B.否","B.否","A.是","A.是","B.否","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","3","1","3","3","1","1","3","0","3","1","1","5","3","3","3","3","3","3","5","5","3","3","3","3","3","1","5","1","简体中文","未清洗","","中国","江苏省","常州市","","183.208.184.19","Mozilla/5.0 (Linux; Android 12; JER-AN10 Build/HUAWEIJER-AN10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1046 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"213","16-Apr-2025 16:46:12","16-Apr-2025 16:47:40","88","A.女","B.19-30岁","B.否","B.否","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","E.日料（如寿司、刺身）","","","H.东南亚风格（如冬阴功汤）","","","3","2","2","3","3","4","4","2","3","4","4","4","5","4","4","3","3","3","3","4","3","4","3","4","4","0","4","3","3","3","简体中文","未清洗","","中国","广东省","深圳市","","58.250.174.76","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"212","16-Apr-2025 16:44:18","16-Apr-2025 16:45:49","91","A.女","C.31-50岁","A.是","A.是","A.是","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","","","","","","","","","","4","5","5","3","2","3","2","4","2","0","1","4","4","4","3","2","2","0","0","4","3","3","3","4","4","0","2","3","2","1","简体中文","未清洗","","中国","","","","2409:8924:4202:8020:d49f:e8ff:fee5:118a","Mozilla/5.0 (Linux; Android 15; ANN-AN00 Build/HONORANN-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/4888 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"211","16-Apr-2025 16:40:39","16-Apr-2025 16:42:27","108","B.男","B.19-30岁","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","1","4","4","1","2","4","3","4","3","1","4","5","3","3","2","4","3","0","3","2","4","4","3","2","2","3","4","3","2","4","简体中文","未清洗","","中国","","","","2409:8929:b493:7f6:cdd2:9483:3e4c:7a28","Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"210","16-Apr-2025 16:39:30","16-Apr-2025 16:42:11","161","A.女","C.31-50岁","B.否","A.是","A.是","A.是","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","1","5","1","5","1","3","1","1","3","4","3","3","1","1","3","3","1","3","0","0","5","1","5","1","0","3","3","3","0","简体中文","未清洗","","中国","江苏省","常州市","","121.231.111.183","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"209","16-Apr-2025 16:39:50","16-Apr-2025 16:41:51","121","A.女","C.31-50岁","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","3","4","0","1","3","4","1","1","2","2","3","5","3","3","3","0","1","3","2","5","5","2","3","2","3","4","1","3","2","简体中文","未清洗","","中国","","","","2409:8924:3c3f:12c7:895c:15b6:92df:56b0","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x1800323d) NetType/4G Language/zh_CN","",
"208","16-Apr-2025 16:39:34","16-Apr-2025 16:41:38","124","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","2","2","3","2","2","3","2","2","2","1","2","3","5","5","4","5","3","5","5","3","5","5","2","5","2","5","5","4","5","3","简体中文","未清洗","","中国","江苏省","常州市","","218.93.10.170","Mozilla/5.0 (Linux; Android 12; HBN-AL00 Build/HUAWEIHBN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9188 MicroMessenger/8.0.57.2820(0x280039EB) WeChat/arm6","",
"207","16-Apr-2025 16:39:39","16-Apr-2025 16:41:30","111","A.女","C.31-50岁","B.否","A.是","A.是","B.否","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","2","4","3","0","5","3","2","0","0","2","2","5","3","4","5","3","3","4","5","2","4","4","5","5","0","5","3","5","2","简体中文","未清洗","","中国","浙江省","绍兴市","","115.231.1.222","Mozilla/5.0 (Linux; Android 12; ALT-AL10 Build/HUAWEIALT-AL10E; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1854 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm","",
"206","16-Apr-2025 16:39:22","16-Apr-2025 16:41:22","120","A.女","C.31-50岁","A.是","B.否","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","3","1","1","3","3","1","2","3","2","1","4","3","1","3","1","3","4","3","3","4","2","2","1","2","2","2","3","2","简体中文","未清洗","","中国","江苏省","苏州市","","117.62.7.188","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"205","16-Apr-2025 16:39:12","16-Apr-2025 16:40:19","67","A.女","C.31-50岁","B.否","B.否","B.否","A.是","B.否","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","4","4","3","2","5","4","4","3","0","2","1","1","3","2","3","2","1","3","2","2","2","3","1","1","2","0","1","1","2","0","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3a3b:1648:7df2:b0:d1dd:7f3b","Mozilla/5.0 (Linux; Android 12; ALN-AL80 Build/HUAWEIALN-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2490 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"204","16-Apr-2025 16:38:12","16-Apr-2025 16:40:05","113","A.女","D.51岁及以上","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","4","3","3","1","2","2","2","2","2","2","2","2","3","3","2","3","3","3","3","3","4","3","4","3","2","1","2","3","3","2","简体中文","未清洗","","中国","","","","240e:b8f:5dd:a500:125d:dcff:fe07:1d45","Mozilla/5.0 (Linux; Android 12; NOH-AN00 Build/HUAWEINOH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9527 MicroMessenger/8.0.57.2820(0x28003951) WeChat/arm6","",
"203","16-Apr-2025 16:38:31","16-Apr-2025 16:39:46","75","A.女","C.31-50岁","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","4","5","4","4","5","简体中文","未清洗","","中国","北京市","北京市","","111.202.166.6","Mozilla/5.0 (Linux; Android 12; BRQ-AN00 Build/HUAWEIBRQ-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20241202 MMWEBID/9872 MicroMessenger/8.0.56.2800(0x2800385E) WeChat/arm6","",
"202","16-Apr-2025 16:37:39","16-Apr-2025 16:38:51","72","B.男","B.19-30岁","B.否","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","5","5","2","3","4","4","4","3","3","3","4","4","5","3","4","4","3","4","3","1","3","3","5","5","3","3","2","3","2","简体中文","未清洗","","中国","江苏省","无锡市","","2409:8924:200c:2d9c:31a6:f28a:9041:fbcc","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"201","16-Apr-2025 16:35:25","16-Apr-2025 16:38:40","195","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","B.否","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","I.其他____________","淮扬","2","3","4","1","2","3","1","3","1","1","1","4","4","4","2","4","2","4","4","4","2","2","2","2","2","3","4","3","4","3","简体中文","未清洗","","中国","江苏省","常州市","","112.3.77.125","Mozilla/5.0 (Linux; Android 10; FGD-AL00 Build/HUAWEIFGD-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2911 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"200","16-Apr-2025 16:37:24","16-Apr-2025 16:38:39","75","A.女","C.31-50岁","B.否","A.是","A.是","A.是","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","5","5","3","4","3","3","4","4","5","4","5","5","5","5","4","4","5","4","3","4","4","4","4","3","5","3","4","1","简体中文","未清洗","","中国","广东省","深圳市","","240e:3b4:34a9:cd62:d4ba:99c2:903d:b9f9","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"199","16-Apr-2025 16:36:28","16-Apr-2025 16:38:18","110","B.男","C.31-50岁","B.否","B.否","B.否","B.否","B.否","B.否","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","4","2","简体中文","未清洗","","中国","江苏省","常州市","","222.185.244.178","Mozilla/5.0 (Linux; Android 12; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/8705 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"198","16-Apr-2025 16:35:46","16-Apr-2025 16:38:00","134","A.女","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","3","3","1","4","4","5","2","4","3","4","3","5","4","3","4","5","4","4","5","5","5","4","3","4","3","5","3","5","3","简体中文","未清洗","","中国","浙江省","杭州市","","113.214.201.149","Mozilla/5.0 (Linux; Android 13; M2103K19C Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7870 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"197","16-Apr-2025 16:36:02","16-Apr-2025 16:37:40","98","A.女","C.31-50岁","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","2","5","5","2","1","3","2","3","1","3","3","2","3","3","3","5","2","2","2","3","4","2","2","4","4","0","3","3","2","3","简体中文","未清洗","","中国","","","","2409:8924:404f:2920:c566:3e22:be5a:459c","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"196","16-Apr-2025 16:35:39","16-Apr-2025 16:37:32","113","A.女","C.31-50岁","B.否","B.否","B.否","B.否","B.否","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","2","2","3","1","1","2","2","1","1","2","2","2","2","3","3","4","3","4","4","2","3","4","3","0","2","0","3","1","3","0","简体中文","未清洗","","中国","江苏省","常州市","","218.93.30.254","Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"195","16-Apr-2025 16:35:21","16-Apr-2025 16:37:09","108","A.女","C.31-50岁","A.是","A.是","A.是","B.否","B.否","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","3","3","4","3","3","1","2","2","1","3","4","3","3","4","4","4","3","4","3","0","3","4","4","3","4","4","4","3","3","简体中文","未清洗","","中国","江苏省","南京市","","2409:8924:e18:66bf:1836:ae10:5746:c5da","Mozilla/5.0 (Linux; Android 10; M2004J7AC Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7232 MicroMessenger/8.0.57.2820(0x2800397B) WeChat/ar","",
"194","16-Apr-2025 16:35:28","16-Apr-2025 16:36:58","90","A.女","B.19-30岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","E.日料（如寿司、刺身）","","","","I.其他____________","东北菜","3","0","3","2","2","2","5","4","3","4","4","4","3","4","3","4","3","3","4","4","4","4","4","5","5","0","4","4","3","4","简体中文","未清洗","","中国","广东省","深圳市","","120.234.10.136","Mozilla/5.0 (Linux; Android 12; ELS-AN00 Build/HUAWEIELS-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20240802 MMWEBID/2683 MicroMessenger/8.0.53.2740(0x2800353F) WeChat/arm6","",
"193","16-Apr-2025 16:34:50","16-Apr-2025 16:36:04","74","B.男","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","1","4","5","0","4","4","1","2","0","1","0","1","2","3","0","2","0","1","1","3","1","5","1","4","0","0","4","0","4","1","简体中文","未清洗","","中国","江苏省","常州市","","58.216.208.90","Mozilla/5.0 (Linux; Android 13; V2314A Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5655 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"192","16-Apr-2025 16:32:36","16-Apr-2025 16:35:20","164","A.女","D.51岁及以上","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","","","I.其他____________","潮汕菜","3","3","3","3","5","3","3","1","1","3","3","1","5","5","3","3","3","3","3","3","3","3","3","3","3","1","3","3","5","3","简体中文","未清洗","","中国","广东省","广州市","","2408:8256:81:4c6c:688c:4ade:1407:a49e","Mozilla/5.0 (Linux; Android 10; SPN-AL00 Build/HUAWEISPN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9592 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
